contig	polya_length	coverage	run	condition
ENST00000029410.10	135	64	s4_r2	s4
ENST00000031146.8	36	1	s4_r2	s4
ENST00000033079.7	124	11	s4_r2	s4
ENST00000034275.12	143	1	s4_r2	s4
ENST00000035307.6	135	74	s4_r2	s4
ENST00000037243.7	40	42	s4_r2	s4
ENST00000037869.7	110	29	s4_r2	s4
ENST00000038176.8	77	21	s4_r2	s4
ENST00000039989.9	64	19	s4_r2	s4
ENST00000040584.6	71	3	s4_r2	s4
ENST00000040663.8	28	6	s4_r2	s4
ENST00000040738.10	70	7	s4_r2	s4
ENST00000040877.2	131	10	s4_r2	s4
ENST00000042381.9	15	3	s4_r2	s4
ENST00000044462.12	128	128	s4_r2	s4
ENST00000046640.9	84	5	s4_r2	s4
ENST00000052569.10	84	31	s4_r2	s4
ENST00000052754.10	162	161	s4_r2	s4
ENST00000053468.4	43	47	s4_r2	s4
ENST00000053867.8	159	404	s4_r2	s4
ENST00000054650.8	37	15	s4_r2	s4
ENST00000054666.11	73	66	s4_r2	s4
ENST00000054950.4	142	452	s4_r2	s4
ENST00000055077.8	77	9	s4_r2	s4
ENST00000055335.11	102	3	s4_r2	s4
ENST00000056233.4	70	20	s4_r2	s4
ENST00000060969.6	138	8	s4_r2	s4
ENST00000064724.8	108	89	s4_r2	s4
ENST00000064778.8	62	8	s4_r2	s4
ENST00000064780.7	44	14	s4_r2	s4
ENST00000066544.8	86	40	s4_r2	s4
ENST00000072644.7	107	11	s4_r2	s4
ENST00000072869.9	61	8	s4_r2	s4
ENST00000074304.9	241	3	s4_r2	s4
ENST00000075120.12	31	29	s4_r2	s4
ENST00000075430.11	156	1	s4_r2	s4
ENST00000078429.9	124	16	s4_r2	s4
ENST00000080059.12	35	8	s4_r2	s4
ENST00000081029.8	122	52	s4_r2	s4
ENST00000083182.8	32	20	s4_r2	s4
ENST00000084795.9	54	18	s4_r2	s4
ENST00000085068.7	50	7	s4_r2	s4
ENST00000085079.11	101	9	s4_r2	s4
ENST00000155093.8	170	8	s4_r2	s4
ENST00000155674.9	105	3	s4_r2	s4
ENST00000155926.9	90	18	s4_r2	s4
ENST00000156084.8	90	7	s4_r2	s4
ENST00000156109.7	28	12	s4_r2	s4
ENST00000156471.10	28	8	s4_r2	s4
ENST00000156825.5	118	28	s4_r2	s4
ENST00000157600.8	29	20	s4_r2	s4
ENST00000157812.7	106	40	s4_r2	s4
ENST00000158762.8	54	2	s4_r2	s4
ENST00000158771.9	60	71	s4_r2	s4
ENST00000159111.9	108	6	s4_r2	s4
ENST00000160262.10	47	2	s4_r2	s4
ENST00000160740.7	30	1	s4_r2	s4
ENST00000160827.9	137	8	s4_r2	s4
ENST00000161863.9	41	5	s4_r2	s4
ENST00000162044.14	65	13	s4_r2	s4
ENST00000162330.10	112	7	s4_r2	s4
ENST00000162391.8	139	1	s4_r2	s4
ENST00000162749.7	113	98	s4_r2	s4
ENST00000163416.7	108	35	s4_r2	s4
ENST00000163678.11	84	3	s4_r2	s4
ENST00000164133.7	94	22	s4_r2	s4
ENST00000164139.4	85	1	s4_r2	s4
ENST00000164227.10	28	8	s4_r2	s4
ENST00000164247.5	70	1	s4_r2	s4
ENST00000164305.10	55	7	s4_r2	s4
ENST00000164640.8	84	1	s4_r2	s4
ENST00000166139.9	123	119	s4_r2	s4
ENST00000166345.8	83	4	s4_r2	s4
ENST00000166534.8	132	48	s4_r2	s4
ENST00000167106.9	150	2	s4_r2	s4
ENST00000167218.9	94	1	s4_r2	s4
ENST00000168216.11	47	43	s4_r2	s4
ENST00000169298.8	100	2	s4_r2	s4
ENST00000169551.11	71	34	s4_r2	s4
ENST00000170168.9	102	2	s4_r2	s4
ENST00000170447.12	66	18	s4_r2	s4
ENST00000170564.7	18	2	s4_r2	s4
ENST00000170630.6	34	4	s4_r2	s4
ENST00000171111.10	120	21	s4_r2	s4
ENST00000171887.8	89	7	s4_r2	s4
ENST00000173229.7	95	1	s4_r2	s4
ENST00000173527.6	35	13	s4_r2	s4
ENST00000173898.12	98	1	s4_r2	s4
ENST00000174618.5	40	2	s4_r2	s4
ENST00000174653.3	148	1	s4_r2	s4
ENST00000175091.5	60	412	s4_r2	s4
ENST00000175506.8	121	9	s4_r2	s4
ENST00000175756.10	52	6	s4_r2	s4
ENST00000176643.11	74	13	s4_r2	s4
ENST00000176763.10	41	4	s4_r2	s4
ENST00000177648.13	90	1	s4_r2	s4
ENST00000177742.7	34	9	s4_r2	s4
ENST00000178638.8	92	115	s4_r2	s4
ENST00000178640.10	18	2	s4_r2	s4
ENST00000179259.6	107	29	s4_r2	s4
ENST00000180173.10	18	2	s4_r2	s4
ENST00000181796.7	57	7	s4_r2	s4
ENST00000181839.10	155	12	s4_r2	s4
ENST00000182527.4	87	36	s4_r2	s4
ENST00000184266.3	55	168	s4_r2	s4
ENST00000184956.11	79	2	s4_r2	s4
ENST00000185150.9	123	105	s4_r2	s4
ENST00000186436.10	57	23	s4_r2	s4
ENST00000187830.2	72	4	s4_r2	s4
ENST00000187879.12	124	1	s4_r2	s4
ENST00000188312.7	79	11	s4_r2	s4
ENST00000188376.9	56	60	s4_r2	s4
ENST00000188790.9	171	225	s4_r2	s4
ENST00000189444.11	44	1	s4_r2	s4
ENST00000190611.9	249	1	s4_r2	s4
ENST00000191018.9	159	9	s4_r2	s4
ENST00000191063.8	38	2	s4_r2	s4
ENST00000192788.6	94	2	s4_r2	s4
ENST00000193322.8	147	31	s4_r2	s4
ENST00000193403.10	51	20	s4_r2	s4
ENST00000194118.8	67	6	s4_r2	s4
ENST00000194155.7	68	4	s4_r2	s4
ENST00000194214.10	40	49	s4_r2	s4
ENST00000194530.8	44	14	s4_r2	s4
ENST00000196061.5	152	595	s4_r2	s4
ENST00000196169.7	54	4	s4_r2	s4
ENST00000196371.10	83	17	s4_r2	s4
ENST00000196482.4	147	1	s4_r2	s4
ENST00000196489.4	107	1	s4_r2	s4
ENST00000196551.8	60	691	s4_r2	s4
ENST00000198536.7	149	1	s4_r2	s4
ENST00000198767.11	29	13	s4_r2	s4
ENST00000198939.6	183	1	s4_r2	s4
ENST00000199320.9	134	19	s4_r2	s4
ENST00000199389.11	42	75	s4_r2	s4
ENST00000199448.9	96	100	s4_r2	s4
ENST00000199706.13	98	46	s4_r2	s4
ENST00000199814.9	32	33	s4_r2	s4
ENST00000200135.8	30	20	s4_r2	s4
ENST00000200453.6	143	53	s4_r2	s4
ENST00000200457.9	42	59	s4_r2	s4
ENST00000200639.9	124	74	s4_r2	s4
ENST00000200652.4	59	12	s4_r2	s4
ENST00000200676.8	173	1	s4_r2	s4
ENST00000200691.5	67	111	s4_r2	s4
ENST00000201015.8	101	1	s4_r2	s4
ENST00000202017.6	126	17	s4_r2	s4
ENST00000202028.9	139	5	s4_r2	s4
ENST00000202556.14	118	3	s4_r2	s4
ENST00000202773.14	56	2019	s4_r2	s4
ENST00000202816.5	102	7	s4_r2	s4
ENST00000202831.7	20	1	s4_r2	s4
ENST00000202834.11	83	110	s4_r2	s4
ENST00000202917.10	71	1	s4_r2	s4
ENST00000203001.7	99	9	s4_r2	s4
ENST00000203407.6	44	110	s4_r2	s4
ENST00000203556.9	100	6	s4_r2	s4
ENST00000203630.10	56	206	s4_r2	s4
ENST00000203664.10	22	1	s4_r2	s4
ENST00000204005.13	12	2	s4_r2	s4
ENST00000204517.11	26	4	s4_r2	s4
ENST00000204549.9	33	8	s4_r2	s4
ENST00000204566.7	63	61	s4_r2	s4
ENST00000204679.9	133	87	s4_r2	s4
ENST00000204726.8	22	6	s4_r2	s4
ENST00000204961.5	33	7	s4_r2	s4
ENST00000205061.9	169	21	s4_r2	s4
ENST00000205135.8	106	1	s4_r2	s4
ENST00000205194.5	94	28	s4_r2	s4
ENST00000205214.11	285	1	s4_r2	s4
ENST00000205402.10	80	49	s4_r2	s4
ENST00000205636.4	93	64	s4_r2	s4
ENST00000206020.8	39	43	s4_r2	s4
ENST00000206262.2	45	2	s4_r2	s4
ENST00000206380.8	18	8	s4_r2	s4
ENST00000206423.8	130	533	s4_r2	s4
ENST00000206451.11	54	36	s4_r2	s4
ENST00000206474.11	56	2	s4_r2	s4
ENST00000206542.9	33	14	s4_r2	s4
ENST00000206595.11	34	12	s4_r2	s4
ENST00000207636.9	163	1	s4_r2	s4
ENST00000207870.8	66	2	s4_r2	s4
ENST00000209728.9	70	1	s4_r2	s4
ENST00000209873.9	75	8	s4_r2	s4
ENST00000209875.9	88	18	s4_r2	s4
ENST00000209884.5	194	3	s4_r2	s4
ENST00000210060.12	60	40	s4_r2	s4
ENST00000210313.8	139	27	s4_r2	s4
ENST00000210444.6	52	99	s4_r2	s4
ENST00000211287.9	160	1	s4_r2	s4
ENST00000211314.5	137	31	s4_r2	s4
ENST00000211372.9	42	764	s4_r2	s4
ENST00000211379.9	52	2	s4_r2	s4
ENST00000211402.10	65	9	s4_r2	s4
ENST00000211998.10	142	13	s4_r2	s4
ENST00000212015.11	104	4	s4_r2	s4
ENST00000212355.9	121	2	s4_r2	s4
ENST00000214869.7	114	51	s4_r2	s4
ENST00000214893.9	181	5	s4_r2	s4
ENST00000215057.7	192	1	s4_r2	s4
ENST00000215061.9	145	6	s4_r2	s4
ENST00000215071.9	63	133	s4_r2	s4
ENST00000215115.5	53	77	s4_r2	s4
ENST00000215375.7	56	25	s4_r2	s4
ENST00000215555.7	100	24	s4_r2	s4
ENST00000215565.3	53	126	s4_r2	s4
ENST00000215567.10	45	35	s4_r2	s4
ENST00000215570.8	78	92	s4_r2	s4
ENST00000215574.9	133	29	s4_r2	s4
ENST00000215587.11	154	2	s4_r2	s4
ENST00000215631.9	180	5	s4_r2	s4
ENST00000215659.13	51	7	s4_r2	s4
ENST00000215727.10	142	3	s4_r2	s4
ENST00000215730.12	63	29	s4_r2	s4
ENST00000215742.9	47	2	s4_r2	s4
ENST00000215754.8	61	441	s4_r2	s4
ENST00000215790.12	36	21	s4_r2	s4
ENST00000215793.13	76	13	s4_r2	s4
ENST00000215794.8	20	4	s4_r2	s4
ENST00000215798.10	155	1	s4_r2	s4
ENST00000215829.8	94	83	s4_r2	s4
ENST00000215832.11	52	51	s4_r2	s4
ENST00000215838.8	44	2	s4_r2	s4
ENST00000215882.10	71	131	s4_r2	s4
ENST00000215904.7	126	35	s4_r2	s4
ENST00000215906.6	22	7	s4_r2	s4
ENST00000215909.10	56	4392	s4_r2	s4
ENST00000215912.10	120	9	s4_r2	s4
ENST00000215917.11	93	20	s4_r2	s4
ENST00000215919.3	30	4	s4_r2	s4
ENST00000215941.9	90	12	s4_r2	s4
ENST00000215956.10	47	13	s4_r2	s4
ENST00000215957.10	69	10	s4_r2	s4
ENST00000215980.10	81	1	s4_r2	s4
ENST00000216014.9	47	228	s4_r2	s4
ENST00000216027.8	53	7	s4_r2	s4
ENST00000216029.7	90	22	s4_r2	s4
ENST00000216034.6	119	65	s4_r2	s4
ENST00000216037.10	56	122	s4_r2	s4
ENST00000216038.6	55	79	s4_r2	s4
ENST00000216039.9	32	12	s4_r2	s4
ENST00000216044.10	35	4	s4_r2	s4
ENST00000216061.9	66	1	s4_r2	s4
ENST00000216068.9	86	7	s4_r2	s4
ENST00000216080.5	60	31	s4_r2	s4
ENST00000216083.6	186	3	s4_r2	s4
ENST00000216085.12	102	12	s4_r2	s4
ENST00000216106.6	50	3	s4_r2	s4
ENST00000216115.3	192	1	s4_r2	s4
ENST00000216117.9	91	264	s4_r2	s4
ENST00000216121.12	48	27	s4_r2	s4
ENST00000216122.9	35	3	s4_r2	s4
ENST00000216124.10	158	4	s4_r2	s4
ENST00000216127.5	90	3	s4_r2	s4
ENST00000216129.7	33	11	s4_r2	s4
ENST00000216146.9	55	2154	s4_r2	s4
ENST00000216160.11	43	5	s4_r2	s4
ENST00000216181.11	51	109	s4_r2	s4
ENST00000216185.7	58	57	s4_r2	s4
ENST00000216190.13	36	162	s4_r2	s4
ENST00000216214.7	125	2	s4_r2	s4
ENST00000216218.8	51	246	s4_r2	s4
ENST00000216225.9	62	167	s4_r2	s4
ENST00000216237.10	89	6	s4_r2	s4
ENST00000216252.4	95	40	s4_r2	s4
ENST00000216254.9	86	28	s4_r2	s4
ENST00000216259.8	54	47	s4_r2	s4
ENST00000216264.13	53	42	s4_r2	s4
ENST00000216267.12	84	3	s4_r2	s4
ENST00000216268.6	22	15	s4_r2	s4
ENST00000216271.10	115	1	s4_r2	s4
ENST00000216277.13	28	53	s4_r2	s4
ENST00000216281.13	140	646	s4_r2	s4
ENST00000216286.10	199	6	s4_r2	s4
ENST00000216288.11	44	2	s4_r2	s4
ENST00000216294.5	92	26	s4_r2	s4
ENST00000216297.7	39	44	s4_r2	s4
ENST00000216330.7	106	25	s4_r2	s4
ENST00000216367.10	59	1	s4_r2	s4
ENST00000216373.10	84	5	s4_r2	s4
ENST00000216392.8	52	78	s4_r2	s4
ENST00000216410.8	38	19	s4_r2	s4
ENST00000216416.9	55	221	s4_r2	s4
ENST00000216420.12	47	20	s4_r2	s4
ENST00000216442.12	41	95	s4_r2	s4
ENST00000216446.9	95	11	s4_r2	s4
ENST00000216452.9	115	14	s4_r2	s4
ENST00000216455.9	82	107	s4_r2	s4
ENST00000216456.6	98	1	s4_r2	s4
ENST00000216463.8	41	3	s4_r2	s4
ENST00000216465.10	49	8	s4_r2	s4
ENST00000216468.8	75	4	s4_r2	s4
ENST00000216479.8	120	103	s4_r2	s4
ENST00000216481.10	170	4	s4_r2	s4
ENST00000216484.7	121	18	s4_r2	s4
ENST00000216487.12	63	2	s4_r2	s4
ENST00000216489.8	55	6	s4_r2	s4
ENST00000216500.9	67	37	s4_r2	s4
ENST00000216513.5	96	2	s4_r2	s4
ENST00000216520.6	144	1	s4_r2	s4
ENST00000216554.8	97	122	s4_r2	s4
ENST00000216602.10	61	2	s4_r2	s4
ENST00000216629.11	45	58	s4_r2	s4
ENST00000216639.8	144	1	s4_r2	s4
ENST00000216714.8	62	68	s4_r2	s4
ENST00000216727.9	26	12	s4_r2	s4
ENST00000216743.6	10	2	s4_r2	s4
ENST00000216756.11	54	16	s4_r2	s4
ENST00000216774.11	46	32	s4_r2	s4
ENST00000216780.9	87	11	s4_r2	s4
ENST00000216797.10	49	78	s4_r2	s4
ENST00000216799.9	92	8	s4_r2	s4
ENST00000216802.10	52	38	s4_r2	s4
ENST00000216807.12	108	8	s4_r2	s4
ENST00000216832.9	95	11	s4_r2	s4
ENST00000216840.11	126	5	s4_r2	s4
ENST00000216877.10	44	29	s4_r2	s4
ENST00000216879.9	77	27	s4_r2	s4
ENST00000216923.5	78	1	s4_r2	s4
ENST00000216962.9	124	22	s4_r2	s4
ENST00000216968.5	118	41	s4_r2	s4
ENST00000217109.9	45	16	s4_r2	s4
ENST00000217121.9	176	2	s4_r2	s4
ENST00000217131.6	116	11	s4_r2	s4
ENST00000217173.7	43	4	s4_r2	s4
ENST00000217182.6	37	15	s4_r2	s4
ENST00000217195.12	115	5	s4_r2	s4
ENST00000217233.9	45	35	s4_r2	s4
ENST00000217244.9	57	5	s4_r2	s4
ENST00000217289.9	146	5	s4_r2	s4
ENST00000217315.9	83	9	s4_r2	s4
ENST00000217381.3	49	40	s4_r2	s4
ENST00000217402.3	39	42	s4_r2	s4
ENST00000217426.7	65	94	s4_r2	s4
ENST00000217446.8	43	24	s4_r2	s4
ENST00000217455.9	58	13	s4_r2	s4
ENST00000217456.3	137	126	s4_r2	s4
ENST00000217515.11	38	64	s4_r2	s4
ENST00000217652.8	58	1023	s4_r2	s4
ENST00000217893.10	64	29	s4_r2	s4
ENST00000217901.10	33	46	s4_r2	s4
ENST00000217909.8	19	4	s4_r2	s4
ENST00000217939.7	115	2	s4_r2	s4
ENST00000217958.8	66	59	s4_r2	s4
ENST00000217971.8	58	271	s4_r2	s4
ENST00000218004.5	115	1	s4_r2	s4
ENST00000218056.9	38	9	s4_r2	s4
ENST00000218089.13	103	1	s4_r2	s4
ENST00000218104.6	125	7	s4_r2	s4
ENST00000218197.9	125	2	s4_r2	s4
ENST00000218230.6	132	3	s4_r2	s4
ENST00000218340.4	39	3	s4_r2	s4
ENST00000218348.7	36	9	s4_r2	s4
ENST00000218364.5	119	12	s4_r2	s4
ENST00000218388.9	149	7800	s4_r2	s4
ENST00000218516.4	160	18	s4_r2	s4
ENST00000218652.11	147	24	s4_r2	s4
ENST00000218789.9	70	1	s4_r2	s4
ENST00000218981.5	71	1	s4_r2	s4
ENST00000219066.5	35	7	s4_r2	s4
ENST00000219069.6	110	25	s4_r2	s4
ENST00000219070.9	171	882	s4_r2	s4
ENST00000219091.9	57	1	s4_r2	s4
ENST00000219097.7	60	1	s4_r2	s4
ENST00000219139.8	74	8	s4_r2	s4
ENST00000219150.10	29	2	s4_r2	s4
ENST00000219168.8	30	1	s4_r2	s4
ENST00000219169.9	42	61	s4_r2	s4
ENST00000219204.8	40	63	s4_r2	s4
ENST00000219240.9	80	2	s4_r2	s4
ENST00000219252.10	54	97	s4_r2	s4
ENST00000219271.4	121	1	s4_r2	s4
ENST00000219281.8	71	1	s4_r2	s4
ENST00000219299.8	50	2	s4_r2	s4
ENST00000219302.8	87	29	s4_r2	s4
ENST00000219313.9	99	99	s4_r2	s4
ENST00000219315.9	113	3	s4_r2	s4
ENST00000219320.9	108	10	s4_r2	s4
ENST00000219343.11	58	1	s4_r2	s4
ENST00000219345.10	134	53	s4_r2	s4
ENST00000219400.8	43	25	s4_r2	s4
ENST00000219409.8	73	1	s4_r2	s4
ENST00000219431.4	27	3	s4_r2	s4
ENST00000219439.9	30	13	s4_r2	s4
ENST00000219473.12	59	46	s4_r2	s4
ENST00000219476.9	73	1	s4_r2	s4
ENST00000219478.11	97	1	s4_r2	s4
ENST00000219479.7	79	78	s4_r2	s4
ENST00000219481.10	163	1	s4_r2	s4
ENST00000219535.7	62	3	s4_r2	s4
ENST00000219542.3	78	8	s4_r2	s4
ENST00000219548.9	54	141	s4_r2	s4
ENST00000219611.7	20	8	s4_r2	s4
ENST00000219689.12	22	3	s4_r2	s4
ENST00000219700.10	55	1	s4_r2	s4
ENST00000219782.10	58	14	s4_r2	s4
ENST00000219789.11	61	67	s4_r2	s4
ENST00000219794.11	42	62	s4_r2	s4
ENST00000219837.12	87	10	s4_r2	s4
ENST00000220003.14	43	17	s4_r2	s4
ENST00000220058.9	92	9	s4_r2	s4
ENST00000220166.10	118	8	s4_r2	s4
ENST00000220244.7	162	44	s4_r2	s4
ENST00000220325.9	115	29	s4_r2	s4
ENST00000220429.12	62	1	s4_r2	s4
ENST00000220496.9	18	9	s4_r2	s4
ENST00000220509.10	52	25	s4_r2	s4
ENST00000220514.8	69	3	s4_r2	s4
ENST00000220531.9	67	16	s4_r2	s4
ENST00000220562.9	124	8	s4_r2	s4
ENST00000220584.9	148	15	s4_r2	s4
ENST00000220592.10	150	3	s4_r2	s4
ENST00000220659.11	120	14	s4_r2	s4
ENST00000220669.10	29	8	s4_r2	s4
ENST00000220751.5	48	11	s4_r2	s4
ENST00000220763.10	127	32	s4_r2	s4
ENST00000220764.7	71	40	s4_r2	s4
ENST00000220772.8	90	138	s4_r2	s4
ENST00000220809.9	43	173	s4_r2	s4
ENST00000220849.10	48	207	s4_r2	s4
ENST00000220853.8	30	27	s4_r2	s4
ENST00000220876.12	54	14	s4_r2	s4
ENST00000220913.10	107	2	s4_r2	s4
ENST00000220931.11	44	1	s4_r2	s4
ENST00000220959.8	47	1	s4_r2	s4
ENST00000220966.10	62	1	s4_r2	s4
ENST00000221086.8	77	9	s4_r2	s4
ENST00000221114.8	118	26	s4_r2	s4
ENST00000221130.11	61	27	s4_r2	s4
ENST00000221132.8	102	5	s4_r2	s4
ENST00000221138.9	60	97	s4_r2	s4
ENST00000221200.9	101	25	s4_r2	s4
ENST00000221232.11	23	1	s4_r2	s4
ENST00000221233.9	62	12	s4_r2	s4
ENST00000221249.10	46	8	s4_r2	s4
ENST00000221264.8	100	11	s4_r2	s4
ENST00000221265.8	118	9	s4_r2	s4
ENST00000221363.8	168	1	s4_r2	s4
ENST00000221413.10	59	2	s4_r2	s4
ENST00000221418.9	30	23	s4_r2	s4
ENST00000221419.10	77	6	s4_r2	s4
ENST00000221431.11	37	2	s4_r2	s4
ENST00000221452.13	92	5	s4_r2	s4
ENST00000221455.8	24	2	s4_r2	s4
ENST00000221459.7	101	8	s4_r2	s4
ENST00000221462.9	56	2	s4_r2	s4
ENST00000221466.10	168	70	s4_r2	s4
ENST00000221480.6	84	5	s4_r2	s4
ENST00000221486.6	39	7	s4_r2	s4
ENST00000221494.10	28	6	s4_r2	s4
ENST00000221543.10	49	8	s4_r2	s4
ENST00000221554.13	70	2	s4_r2	s4
ENST00000221561.12	78	72	s4_r2	s4
ENST00000221566.7	92	41	s4_r2	s4
ENST00000221573.11	52	38	s4_r2	s4
ENST00000221576.4	191	1	s4_r2	s4
ENST00000221665.5	20	5	s4_r2	s4
ENST00000221735.12	119	1	s4_r2	s4
ENST00000221770.7	143	3	s4_r2	s4
ENST00000221784.8	102	6	s4_r2	s4
ENST00000221801.8	44	23	s4_r2	s4
ENST00000221855.8	68	101	s4_r2	s4
ENST00000221856.11	40	2	s4_r2	s4
ENST00000221859.9	58	23	s4_r2	s4
ENST00000221891.9	143	25	s4_r2	s4
ENST00000221930.6	131	15	s4_r2	s4
ENST00000221943.14	153	10	s4_r2	s4
ENST00000221957.9	101	148	s4_r2	s4
ENST00000221972.8	53	1	s4_r2	s4
ENST00000221975.6	54	19	s4_r2	s4
ENST00000221980.5	208	4	s4_r2	s4
ENST00000222005.7	51	86	s4_r2	s4
ENST00000222008.11	78	360	s4_r2	s4
ENST00000222120.8	79	5	s4_r2	s4
ENST00000222122.10	135	4	s4_r2	s4
ENST00000222139.11	135	7	s4_r2	s4
ENST00000222145.9	111	11	s4_r2	s4
ENST00000222190.9	146	1	s4_r2	s4
ENST00000222214.10	96	17	s4_r2	s4
ENST00000222219.8	142	59	s4_r2	s4
ENST00000222224.4	131	1	s4_r2	s4
ENST00000222247.10	57	2227	s4_r2	s4
ENST00000222250.5	112	3	s4_r2	s4
ENST00000222254.13	101	24	s4_r2	s4
ENST00000222256.9	56	1	s4_r2	s4
ENST00000222266.2	117	3	s4_r2	s4
ENST00000222271.7	186	8	s4_r2	s4
ENST00000222284.10	52	136	s4_r2	s4
ENST00000222305.8	74	19	s4_r2	s4
ENST00000222307.9	74	67	s4_r2	s4
ENST00000222308.8	54	22	s4_r2	s4
ENST00000222329.9	68	15	s4_r2	s4
ENST00000222330.8	82	19	s4_r2	s4
ENST00000222345.11	64	11	s4_r2	s4
ENST00000222390.11	174	6	s4_r2	s4
ENST00000222399.11	182	28	s4_r2	s4
ENST00000222402.8	39	10	s4_r2	s4
ENST00000222482.10	45	29	s4_r2	s4
ENST00000222511.11	52	10	s4_r2	s4
ENST00000222543.11	127	680	s4_r2	s4
ENST00000222547.8	41	36	s4_r2	s4
ENST00000222553.8	32	137	s4_r2	s4
ENST00000222567.6	76	23	s4_r2	s4
ENST00000222572.8	151	21	s4_r2	s4
ENST00000222573.5	90	28	s4_r2	s4
ENST00000222574.9	58	4	s4_r2	s4
ENST00000222597.6	9	1	s4_r2	s4
ENST00000222644.10	101	4	s4_r2	s4
ENST00000222673.6	154	27	s4_r2	s4
ENST00000222690.10	161	4	s4_r2	s4
ENST00000222693.5	45	81	s4_r2	s4
ENST00000222718.7	52	1	s4_r2	s4
ENST00000222800.8	134	1	s4_r2	s4
ENST00000222803.10	131	42	s4_r2	s4
ENST00000222812.8	45	2	s4_r2	s4
ENST00000222823.9	86	1	s4_r2	s4
ENST00000222969.10	62	30	s4_r2	s4
ENST00000222990.8	53	13	s4_r2	s4
ENST00000223023.5	78	11	s4_r2	s4
ENST00000223029.8	52	49	s4_r2	s4
ENST00000223061.6	168	135	s4_r2	s4
ENST00000223073.6	200	8	s4_r2	s4
ENST00000223095.5	112	5084	s4_r2	s4
ENST00000223122.4	16	4	s4_r2	s4
ENST00000223127.8	147	145	s4_r2	s4
ENST00000223129.8	43	19	s4_r2	s4
ENST00000223136.5	80	110	s4_r2	s4
ENST00000223190.8	109	1	s4_r2	s4
ENST00000223208.10	28	6	s4_r2	s4
ENST00000223210.5	56	2	s4_r2	s4
ENST00000223215.10	58	24	s4_r2	s4
ENST00000223271.8	113	60	s4_r2	s4
ENST00000223273.7	31	20	s4_r2	s4
ENST00000223321.9	117	183	s4_r2	s4
ENST00000223324.3	86	64	s4_r2	s4
ENST00000223336.11	153	6	s4_r2	s4
ENST00000223357.8	162	8	s4_r2	s4
ENST00000223361.7	38	1	s4_r2	s4
ENST00000223368.7	86	32	s4_r2	s4
ENST00000223369.3	49	118	s4_r2	s4
ENST00000223398.11	120	9	s4_r2	s4
ENST00000223423.8	80	16	s4_r2	s4
ENST00000223428.9	120	4	s4_r2	s4
ENST00000223459.11	58	4	s4_r2	s4
