contig	polya_length	coverage	run	condition
ENST00000174618.5	121	4	s1_r2	s1
ENST00000174653.3	40	1	s1_r2	s1
ENST00000175091.5	64	163	s1_r2	s1
ENST00000175506.8	43	8	s1_r2	s1
ENST00000175756.10	100	1	s1_r2	s1
ENST00000176643.11	22	9	s1_r2	s1
ENST00000176763.10	147	3	s1_r2	s1
ENST00000177742.7	136	1	s1_r2	s1
ENST00000178638.8	118	45	s1_r2	s1
ENST00000178640.10	129	3	s1_r2	s1
ENST00000179259.6	22	10	s1_r2	s1
ENST00000180173.10	51	1	s1_r2	s1
ENST00000181796.7	131	4	s1_r2	s1
ENST00000182527.4	98	9	s1_r2	s1
ENST00000184266.3	47	78	s1_r2	s1
ENST00000184956.11	37	3	s1_r2	s1
ENST00000185150.9	155	38	s1_r2	s1
ENST00000186436.10	141	9	s1_r2	s1
ENST00000187762.7	166	1	s1_r2	s1
ENST00000187830.2	128	1	s1_r2	s1
ENST00000188312.7	164	7	s1_r2	s1
ENST00000188376.9	148	25	s1_r2	s1
ENST00000188790.9	198	115	s1_r2	s1
ENST00000189444.11	78	6	s1_r2	s1
ENST00000190983.5	84	1	s1_r2	s1
ENST00000191018.9	148	3	s1_r2	s1
ENST00000193322.8	112	13	s1_r2	s1
ENST00000193403.10	56	10	s1_r2	s1
ENST00000194118.8	63	5	s1_r2	s1
ENST00000194155.7	77	5	s1_r2	s1
ENST00000194214.10	107	19	s1_r2	s1
ENST00000194530.8	71	6	s1_r2	s1
ENST00000196061.5	145	238	s1_r2	s1
ENST00000196169.7	54	2	s1_r2	s1
ENST00000196371.10	100	9	s1_r2	s1
ENST00000196482.4	49	2	s1_r2	s1
ENST00000196489.4	94	1	s1_r2	s1
ENST00000196551.8	61	174	s1_r2	s1
ENST00000197268.13	22	1	s1_r2	s1
ENST00000198767.11	57	6	s1_r2	s1
ENST00000199320.9	95	9	s1_r2	s1
ENST00000199389.11	78	36	s1_r2	s1
ENST00000199448.9	64	30	s1_r2	s1
ENST00000199706.13	74	19	s1_r2	s1
ENST00000199814.9	81	10	s1_r2	s1
ENST00000200135.8	240	4	s1_r2	s1
ENST00000200453.6	50	29	s1_r2	s1
ENST00000200457.9	38	14	s1_r2	s1
ENST00000200639.9	117	20	s1_r2	s1
ENST00000200691.5	58	5	s1_r2	s1
ENST00000201015.8	84	2	s1_r2	s1
ENST00000202017.6	153	6	s1_r2	s1
ENST00000202028.9	71	1	s1_r2	s1
ENST00000202773.14	61	580	s1_r2	s1
ENST00000202816.5	57	4	s1_r2	s1
ENST00000202834.11	73	43	s1_r2	s1
ENST00000203001.7	71	2	s1_r2	s1
ENST00000203407.6	45	36	s1_r2	s1
ENST00000203556.9	69	1	s1_r2	s1
ENST00000203630.10	54	77	s1_r2	s1
ENST00000204517.11	298	1	s1_r2	s1
ENST00000204549.9	35	6	s1_r2	s1
ENST00000204566.7	48	12	s1_r2	s1
ENST00000204679.9	137	31	s1_r2	s1
ENST00000204726.8	53	7	s1_r2	s1
ENST00000204961.5	69	3	s1_r2	s1
ENST00000205061.9	96	6	s1_r2	s1
ENST00000205135.8	153	1	s1_r2	s1
ENST00000205194.5	63	5	s1_r2	s1
ENST00000205214.11	231	2	s1_r2	s1
ENST00000205402.10	32	17	s1_r2	s1
ENST00000205636.4	63	36	s1_r2	s1
ENST00000206020.8	93	23	s1_r2	s1
ENST00000206262.2	33	3	s1_r2	s1
ENST00000206380.8	46	4	s1_r2	s1
ENST00000206423.8	165	91	s1_r2	s1
ENST00000206451.11	34	11	s1_r2	s1
ENST00000206542.9	45	4	s1_r2	s1
ENST00000206595.11	103	2	s1_r2	s1
ENST00000207870.8	41	1	s1_r2	s1
ENST00000209728.9	117	1	s1_r2	s1
ENST00000209873.9	57	4	s1_r2	s1
ENST00000209875.9	118	10	s1_r2	s1
ENST00000209884.5	17	1	s1_r2	s1
ENST00000210060.12	42	15	s1_r2	s1
ENST00000210313.8	57	14	s1_r2	s1
ENST00000210444.6	42	34	s1_r2	s1
ENST00000211314.5	125	5	s1_r2	s1
ENST00000211372.9	40	189	s1_r2	s1
ENST00000211379.9	145	8	s1_r2	s1
ENST00000211402.10	31	3	s1_r2	s1
ENST00000211998.10	150	8	s1_r2	s1
ENST00000212015.11	21	1	s1_r2	s1
ENST00000214869.7	128	25	s1_r2	s1
ENST00000215057.7	42	1	s1_r2	s1
ENST00000215061.9	41	3	s1_r2	s1
ENST00000215071.9	60	47	s1_r2	s1
ENST00000215115.5	52	32	s1_r2	s1
ENST00000215375.7	42	9	s1_r2	s1
ENST00000215555.7	46	5	s1_r2	s1
ENST00000215565.3	43	33	s1_r2	s1
ENST00000215567.10	47	19	s1_r2	s1
ENST00000215570.8	83	31	s1_r2	s1
ENST00000215574.9	96	9	s1_r2	s1
ENST00000215631.9	188	7	s1_r2	s1
ENST00000215659.13	77	5	s1_r2	s1
ENST00000215727.10	35	1	s1_r2	s1
ENST00000215730.12	44	7	s1_r2	s1
ENST00000215754.8	54	102	s1_r2	s1
ENST00000215790.12	145	15	s1_r2	s1
ENST00000215793.13	50	5	s1_r2	s1
ENST00000215829.8	147	41	s1_r2	s1
ENST00000215832.11	52	15	s1_r2	s1
ENST00000215838.8	67	2	s1_r2	s1
ENST00000215882.10	49	40	s1_r2	s1
ENST00000215904.7	134	8	s1_r2	s1
ENST00000215906.6	148	4	s1_r2	s1
ENST00000215909.10	55	1236	s1_r2	s1
ENST00000215912.10	85	2	s1_r2	s1
ENST00000215917.11	89	5	s1_r2	s1
ENST00000215941.9	58	3	s1_r2	s1
ENST00000215956.10	81	1	s1_r2	s1
ENST00000215957.10	119	5	s1_r2	s1
ENST00000216014.9	51	94	s1_r2	s1
ENST00000216029.7	124	10	s1_r2	s1
ENST00000216034.6	113	22	s1_r2	s1
ENST00000216037.10	47	61	s1_r2	s1
ENST00000216038.6	37	22	s1_r2	s1
ENST00000216039.9	38	4	s1_r2	s1
ENST00000216044.10	194	2	s1_r2	s1
ENST00000216068.9	46	5	s1_r2	s1
ENST00000216080.5	73	10	s1_r2	s1
ENST00000216083.6	72	1	s1_r2	s1
ENST00000216085.12	30	11	s1_r2	s1
ENST00000216106.6	124	1	s1_r2	s1
ENST00000216115.3	157	1	s1_r2	s1
ENST00000216117.9	56	107	s1_r2	s1
ENST00000216121.12	57	16	s1_r2	s1
ENST00000216122.9	66	1	s1_r2	s1
ENST00000216124.10	126	6	s1_r2	s1
ENST00000216127.5	101	1	s1_r2	s1
ENST00000216129.7	156	5	s1_r2	s1
ENST00000216133.10	37	2	s1_r2	s1
ENST00000216146.9	54	539	s1_r2	s1
ENST00000216160.11	125	3	s1_r2	s1
ENST00000216181.11	56	112	s1_r2	s1
ENST00000216185.7	42	9	s1_r2	s1
ENST00000216190.13	53	41	s1_r2	s1
ENST00000216214.7	24	2	s1_r2	s1
ENST00000216218.8	49	63	s1_r2	s1
ENST00000216225.9	77	41	s1_r2	s1
ENST00000216237.10	65	2	s1_r2	s1
ENST00000216252.4	73	17	s1_r2	s1
ENST00000216254.9	141	11	s1_r2	s1
ENST00000216259.8	47	20	s1_r2	s1
ENST00000216264.13	45	30	s1_r2	s1
ENST00000216268.6	202	6	s1_r2	s1
ENST00000216277.13	54	31	s1_r2	s1
ENST00000216281.13	65	166	s1_r2	s1
ENST00000216286.10	42	2	s1_r2	s1
ENST00000216294.5	35	2	s1_r2	s1
ENST00000216297.7	104	9	s1_r2	s1
ENST00000216330.7	40	11	s1_r2	s1
ENST00000216373.10	19	2	s1_r2	s1
ENST00000216392.8	46	15	s1_r2	s1
ENST00000216410.8	115	9	s1_r2	s1
ENST00000216416.9	100	85	s1_r2	s1
ENST00000216420.12	49	3	s1_r2	s1
ENST00000216442.12	92	36	s1_r2	s1
ENST00000216446.9	70	8	s1_r2	s1
ENST00000216452.9	82	5	s1_r2	s1
ENST00000216455.9	39	26	s1_r2	s1
ENST00000216456.6	176	1	s1_r2	s1
ENST00000216465.10	66	6	s1_r2	s1
ENST00000216468.8	78	4	s1_r2	s1
ENST00000216479.8	168	24	s1_r2	s1
ENST00000216481.10	158	1	s1_r2	s1
ENST00000216484.7	82	5	s1_r2	s1
ENST00000216487.12	104	3	s1_r2	s1
ENST00000216489.8	42	2	s1_r2	s1
ENST00000216500.9	41	20	s1_r2	s1
ENST00000216513.5	277	1	s1_r2	s1
ENST00000216554.8	106	43	s1_r2	s1
ENST00000216602.10	39	1	s1_r2	s1
ENST00000216629.11	34	19	s1_r2	s1
ENST00000216714.8	83	20	s1_r2	s1
ENST00000216727.9	94	14	s1_r2	s1
ENST00000216756.11	156	3	s1_r2	s1
ENST00000216774.11	91	11	s1_r2	s1
ENST00000216780.9	34	10	s1_r2	s1
ENST00000216797.10	44	34	s1_r2	s1
ENST00000216802.10	63	12	s1_r2	s1
ENST00000216807.12	14	2	s1_r2	s1
ENST00000216832.9	22	7	s1_r2	s1
ENST00000216840.11	63	4	s1_r2	s1
ENST00000216877.10	87	12	s1_r2	s1
ENST00000216879.9	116	7	s1_r2	s1
ENST00000216962.9	95	17	s1_r2	s1
ENST00000216968.5	72	20	s1_r2	s1
ENST00000217109.9	65	7	s1_r2	s1
ENST00000217131.6	133	1	s1_r2	s1
ENST00000217159.6	76	1	s1_r2	s1
ENST00000217182.6	55	12	s1_r2	s1
ENST00000217233.9	51	21	s1_r2	s1
ENST00000217244.9	63	2	s1_r2	s1
ENST00000217289.9	243	1	s1_r2	s1
ENST00000217315.9	135	2	s1_r2	s1
ENST00000217381.3	76	14	s1_r2	s1
ENST00000217402.3	144	9	s1_r2	s1
ENST00000217426.7	113	27	s1_r2	s1
ENST00000217446.8	105	10	s1_r2	s1
ENST00000217455.9	62	4	s1_r2	s1
ENST00000217456.3	107	31	s1_r2	s1
ENST00000217515.11	123	31	s1_r2	s1
ENST00000217652.8	66	328	s1_r2	s1
ENST00000217890.10	162	1	s1_r2	s1
ENST00000217893.10	41	9	s1_r2	s1
ENST00000217901.10	38	15	s1_r2	s1
ENST00000217909.8	66	2	s1_r2	s1
ENST00000217939.7	159	5	s1_r2	s1
ENST00000217958.8	117	22	s1_r2	s1
ENST00000217971.8	59	103	s1_r2	s1
ENST00000218056.9	51	7	s1_r2	s1
ENST00000218104.6	125	5	s1_r2	s1
ENST00000218340.4	49	6	s1_r2	s1
ENST00000218348.7	109	8	s1_r2	s1
ENST00000218364.5	66	6	s1_r2	s1
ENST00000218388.9	133	2367	s1_r2	s1
ENST00000218516.4	116	6	s1_r2	s1
ENST00000218652.11	75	9	s1_r2	s1
ENST00000219066.5	61	3	s1_r2	s1
ENST00000219069.6	172	10	s1_r2	s1
ENST00000219070.9	175	605	s1_r2	s1
ENST00000219091.9	30	2	s1_r2	s1
ENST00000219139.8	17	1	s1_r2	s1
ENST00000219169.9	65	34	s1_r2	s1
ENST00000219204.8	87	21	s1_r2	s1
ENST00000219207.10	21	1	s1_r2	s1
ENST00000219240.9	110	1	s1_r2	s1
ENST00000219251.13	48	1	s1_r2	s1
ENST00000219252.10	45	42	s1_r2	s1
ENST00000219271.4	41	2	s1_r2	s1
ENST00000219281.8	121	1	s1_r2	s1
ENST00000219302.8	80	10	s1_r2	s1
ENST00000219313.9	33	50	s1_r2	s1
ENST00000219315.9	43	3	s1_r2	s1
ENST00000219320.9	158	3	s1_r2	s1
ENST00000219343.11	84	2	s1_r2	s1
ENST00000219345.10	144	17	s1_r2	s1
ENST00000219400.8	67	9	s1_r2	s1
ENST00000219409.8	85	2	s1_r2	s1
ENST00000219439.9	46	2	s1_r2	s1
ENST00000219473.12	30	16	s1_r2	s1
ENST00000219476.9	48	1	s1_r2	s1
ENST00000219478.11	84	1	s1_r2	s1
ENST00000219479.7	92	37	s1_r2	s1
ENST00000219535.7	30	1	s1_r2	s1
ENST00000219542.3	115	1	s1_r2	s1
ENST00000219548.9	60	42	s1_r2	s1
ENST00000219611.7	189	4	s1_r2	s1
ENST00000219689.12	129	1	s1_r2	s1
ENST00000219782.10	35	6	s1_r2	s1
ENST00000219789.11	47	31	s1_r2	s1
ENST00000219794.11	38	11	s1_r2	s1
ENST00000219797.9	201	1	s1_r2	s1
ENST00000219837.12	77	3	s1_r2	s1
ENST00000220003.14	203	4	s1_r2	s1
ENST00000220058.9	170	8	s1_r2	s1
ENST00000220166.10	173	2	s1_r2	s1
ENST00000220244.7	161	12	s1_r2	s1
ENST00000220325.9	76	6	s1_r2	s1
ENST00000220496.9	27	3	s1_r2	s1
ENST00000220509.10	34	7	s1_r2	s1
ENST00000220531.9	36	2	s1_r2	s1
ENST00000220562.9	171	6	s1_r2	s1
ENST00000220584.9	27	8	s1_r2	s1
ENST00000220592.10	56	4	s1_r2	s1
ENST00000220659.11	109	5	s1_r2	s1
ENST00000220669.10	41	2	s1_r2	s1
ENST00000220751.5	48	8	s1_r2	s1
ENST00000220763.10	169	14	s1_r2	s1
ENST00000220764.7	87	20	s1_r2	s1
ENST00000220772.8	129	38	s1_r2	s1
ENST00000220809.9	49	66	s1_r2	s1
ENST00000220849.10	50	41	s1_r2	s1
ENST00000220853.8	97	7	s1_r2	s1
ENST00000220876.12	93	1	s1_r2	s1
ENST00000220913.10	41	1	s1_r2	s1
ENST00000220959.8	59	1	s1_r2	s1
ENST00000221086.8	204	7	s1_r2	s1
ENST00000221114.8	111	17	s1_r2	s1
ENST00000221130.11	28	10	s1_r2	s1
ENST00000221132.8	211	1	s1_r2	s1
ENST00000221138.9	120	42	s1_r2	s1
ENST00000221200.9	91	6	s1_r2	s1
ENST00000221232.11	123	4	s1_r2	s1
ENST00000221233.9	70	3	s1_r2	s1
ENST00000221249.10	72	2	s1_r2	s1
ENST00000221264.8	155	5	s1_r2	s1
ENST00000221265.8	17	2	s1_r2	s1
ENST00000221315.10	118	4	s1_r2	s1
ENST00000221327.8	80	1	s1_r2	s1
ENST00000221363.8	171	3	s1_r2	s1
ENST00000221413.10	44	2	s1_r2	s1
ENST00000221418.9	113	4	s1_r2	s1
ENST00000221419.10	126	6	s1_r2	s1
ENST00000221431.11	68	1	s1_r2	s1
ENST00000221448.9	102	1	s1_r2	s1
ENST00000221452.13	108	3	s1_r2	s1
ENST00000221455.8	209	1	s1_r2	s1
ENST00000221459.7	64	3	s1_r2	s1
ENST00000221462.9	162	4	s1_r2	s1
ENST00000221466.10	144	23	s1_r2	s1
ENST00000221480.6	132	1	s1_r2	s1
ENST00000221486.6	33	2	s1_r2	s1
ENST00000221494.10	24	7	s1_r2	s1
ENST00000221496.5	215	1	s1_r2	s1
ENST00000221543.10	65	5	s1_r2	s1
ENST00000221561.12	49	18	s1_r2	s1
ENST00000221566.7	127	10	s1_r2	s1
ENST00000221573.11	51	16	s1_r2	s1
ENST00000221665.5	142	1	s1_r2	s1
ENST00000221735.12	69	1	s1_r2	s1
ENST00000221784.8	18	2	s1_r2	s1
ENST00000221801.8	27	2	s1_r2	s1
ENST00000221855.8	54	37	s1_r2	s1
ENST00000221856.11	77	1	s1_r2	s1
ENST00000221859.9	49	5	s1_r2	s1
ENST00000221891.9	150	11	s1_r2	s1
ENST00000221930.6	51	17	s1_r2	s1
ENST00000221943.14	139	7	s1_r2	s1
ENST00000221957.9	113	44	s1_r2	s1
ENST00000221975.6	51	7	s1_r2	s1
ENST00000221980.5	93	4	s1_r2	s1
ENST00000222005.7	92	46	s1_r2	s1
ENST00000222008.11	96	155	s1_r2	s1
ENST00000222145.9	41	8	s1_r2	s1
ENST00000222219.8	122	17	s1_r2	s1
ENST00000222224.4	22	1	s1_r2	s1
ENST00000222247.10	55	697	s1_r2	s1
ENST00000222254.13	76	17	s1_r2	s1
ENST00000222271.7	3	2	s1_r2	s1
ENST00000222284.10	85	32	s1_r2	s1
ENST00000222305.8	106	12	s1_r2	s1
ENST00000222307.9	92	31	s1_r2	s1
ENST00000222308.8	51	9	s1_r2	s1
ENST00000222329.9	23	15	s1_r2	s1
ENST00000222330.8	48	6	s1_r2	s1
ENST00000222345.11	119	5	s1_r2	s1
ENST00000222374.3	69	1	s1_r2	s1
ENST00000222390.11	161	3	s1_r2	s1
ENST00000222399.11	168	10	s1_r2	s1
ENST00000222402.8	50	5	s1_r2	s1
ENST00000222482.10	164	3	s1_r2	s1
ENST00000222511.11	99	3	s1_r2	s1
ENST00000222543.11	147	716	s1_r2	s1
ENST00000222547.8	146	20	s1_r2	s1
ENST00000222553.8	69	32	s1_r2	s1
ENST00000222567.6	146	5	s1_r2	s1
ENST00000222572.8	31	7	s1_r2	s1
ENST00000222573.5	148	3	s1_r2	s1
ENST00000222574.9	23	10	s1_r2	s1
ENST00000222673.6	58	18	s1_r2	s1
ENST00000222690.10	97	7	s1_r2	s1
ENST00000222693.5	80	24	s1_r2	s1
ENST00000222803.10	164	23	s1_r2	s1
ENST00000222812.8	47	2	s1_r2	s1
ENST00000222969.10	82	13	s1_r2	s1
ENST00000222990.8	55	7	s1_r2	s1
ENST00000223023.5	99	15	s1_r2	s1
ENST00000223029.8	43	15	s1_r2	s1
ENST00000223061.6	139	50	s1_r2	s1
ENST00000223073.6	48	3	s1_r2	s1
ENST00000223095.5	126	2962	s1_r2	s1
ENST00000223122.4	10	2	s1_r2	s1
ENST00000223127.8	152	44	s1_r2	s1
ENST00000223129.8	183	7	s1_r2	s1
ENST00000223136.5	88	48	s1_r2	s1
ENST00000223145.10	46	2	s1_r2	s1
ENST00000223215.10	159	5	s1_r2	s1
ENST00000223271.8	111	19	s1_r2	s1
ENST00000223273.7	105	6	s1_r2	s1
ENST00000223321.9	60	53	s1_r2	s1
ENST00000223324.3	38	13	s1_r2	s1
ENST00000223336.11	44	5	s1_r2	s1
ENST00000223357.8	156	10	s1_r2	s1
ENST00000223361.7	44	2	s1_r2	s1
ENST00000223368.7	86	7	s1_r2	s1
ENST00000223369.3	41	65	s1_r2	s1
ENST00000223398.11	91	11	s1_r2	s1
ENST00000223423.8	158	3	s1_r2	s1
ENST00000223428.9	25	1	s1_r2	s1
ENST00000223459.11	40	2	s1_r2	s1
ENST00000223500.9	42	45	s1_r2	s1
ENST00000223528.6	116	2	s1_r2	s1
ENST00000223641.5	46	74	s1_r2	s1
ENST00000223642.3	73	2	s1_r2	s1
ENST00000223864.7	67	11	s1_r2	s1
ENST00000224073.6	56	114	s1_r2	s1
ENST00000224140.6	34	3	s1_r2	s1
ENST00000224237.9	53	554	s1_r2	s1
ENST00000224756.12	48	2	s1_r2	s1
ENST00000224784.10	45	13	s1_r2	s1
ENST00000224807.9	61	2	s1_r2	s1
ENST00000224949.9	96	8	s1_r2	s1
ENST00000224950.8	36	5	s1_r2	s1
ENST00000225174.8	54	13	s1_r2	s1
ENST00000225235.5	163	7	s1_r2	s1
ENST00000225275.4	98	1	s1_r2	s1
ENST00000225296.8	94	5	s1_r2	s1
ENST00000225298.12	45	12	s1_r2	s1
ENST00000225308.12	111	18	s1_r2	s1
ENST00000225388.9	42	12	s1_r2	s1
ENST00000225394.8	59	9	s1_r2	s1
ENST00000225430.9	44	485	s1_r2	s1
ENST00000225504.8	91	25	s1_r2	s1
ENST00000225519.5	77	2	s1_r2	s1
ENST00000225525.4	68	113	s1_r2	s1
ENST00000225573.5	102	1	s1_r2	s1
ENST00000225576.7	105	1	s1_r2	s1
ENST00000225577.9	116	6	s1_r2	s1
ENST00000225603.9	24	8	s1_r2	s1
ENST00000225614.6	198	1	s1_r2	s1
ENST00000225648.4	177	1	s1_r2	s1
ENST00000225655.6	66	470	s1_r2	s1
ENST00000225665.12	81	16	s1_r2	s1
ENST00000225698.8	47	44	s1_r2	s1
ENST00000225719.9	222	8	s1_r2	s1
ENST00000225724.9	41	2	s1_r2	s1
ENST00000225726.10	72	18	s1_r2	s1
ENST00000225728.8	138	11	s1_r2	s1
ENST00000225729.8	91	7	s1_r2	s1
ENST00000225737.11	105	1	s1_r2	s1
ENST00000225777.8	45	9	s1_r2	s1
ENST00000225792.10	67	70	s1_r2	s1
ENST00000225831.4	125	392	s1_r2	s1
ENST00000225873.9	140	5	s1_r2	s1
ENST00000225916.10	96	4	s1_r2	s1
ENST00000225927.7	142	14	s1_r2	s1
ENST00000225964.10	120	312	s1_r2	s1
ENST00000225969.9	61	19	s1_r2	s1
ENST00000225972.8	62	92	s1_r2	s1
ENST00000225983.10	84	3	s1_r2	s1
ENST00000226004.8	111	19	s1_r2	s1
ENST00000226105.11	40	9	s1_r2	s1
ENST00000226225.7	80	11	s1_r2	s1
ENST00000226230.8	96	1	s1_r2	s1
ENST00000226253.9	62	34	s1_r2	s1
ENST00000226299.9	56	12	s1_r2	s1
ENST00000226317.10	111	1122	s1_r2	s1
ENST00000226328.8	79	1	s1_r2	s1
ENST00000226444.4	91	3	s1_r2	s1
ENST00000226522.8	143	1	s1_r2	s1
ENST00000226524.4	75	23	s1_r2	s1
ENST00000226574.9	63	3	s1_r2	s1
ENST00000226725.11	43	3	s1_r2	s1
ENST00000226760.5	75	7	s1_r2	s1
ENST00000226796.7	7	1	s1_r2	s1
ENST00000227135.7	61	3	s1_r2	s1
ENST00000227155.9	144	22	s1_r2	s1
ENST00000227157.8	36	9	s1_r2	s1
ENST00000227266.10	34	15	s1_r2	s1
ENST00000227322.8	110	17	s1_r2	s1
ENST00000227349.7	21	1	s1_r2	s1
ENST00000227378.7	135	17	s1_r2	s1
ENST00000227471.7	54	6	s1_r2	s1
ENST00000227474.8	39	4	s1_r2	s1
